name,breed,color,dad_weight,available,dob,gender,mom_weight,price,puppy_id,registry,bio,age_in_weeks
Dasiey,Beagle,Lemon & White,20,5-Apr-17,8-Feb-17,Female,18,1595,499803,UKC,"Talk about gorgeous! This cutie has everything you could ask for: looks, personality and attitude! She loves to walk around strutting her stuff! She’s very spoiled and is treated like the little princess she is. When arriving to her new home, Dasiey will arrive up to date on vaccinations, vet checked, and pre-spoiled. Imagine waking up to loving puppy kisses every morning! Hurry, this cutie has her bags packed and is ready to venture off to her new home!",8
Stover,Goldendoodle,Cream,60,11-Apr-17,14-Feb-17,Male,50,2350,499804,Not registered,"Stover is a handsome fella! He has a beautiful cream coat that is soft, fuzzy and irresistible! Stover is working on his socialization and is raised in my home with my other pets and a toddler!  He was born on Valentine's day and will be ready for Easter. Stover will be sure to come home to you up to date on his vaccinations and vet checks. Don’t let this all around star pass you by. He will be sure to make that perfect, playful, loving addition that you and your family have been searching for.",7
Darla,Beagle,Lemon & White,20,5-Apr-17,8-Feb-17,Female,18,1595,499805,UKC,"Rev up your engines! Darla is her name and playing is her game! This playful girl can’t wait to go on adventures with you. Just picture it now: running through the park, playing fetch, and so much more! Darla is the best of both worlds with her beauty and loving personality. Don’t let her get away. She’s a great girl looking for a great family like yours. Once she’s with you, you’ll wonder how you got along without her.",8
Jessie,Beagle,"Black, Tan & White",20,5-Apr-17,8-Feb-17,Female,18,1475,499806,UKC,This darling girl is ready to be shown off to your friends! Jessie is a gorgeous female puppy that wants to light up your life. Jessie will have a complete nose to tail vet check and arrive with a current health certificate. She will love running around town with you doing errands or snuggling at home to relax. Jessie is eager to find her forever home. Don’t miss out on this spectacular companion.,8
Cadbury,Goldendoodle,Cream,60,11-Apr-17,14-Feb-17,Male,50,2150,499807,Not registered,"Don’t you just have to know this cutie’s name? Well it's Cadbury, and he is just waiting for you to give him that forever home he is looking for. Cadbury is the life of the party and will keep you smiling. He is a true cutie. This handsome baby boy will be sure to come home to you happy, healthy, and ready to play. He will be up to date on his vaccinations and vet checks. Don’t let this little boy get away. He will be sure to make that perfect addition that you and your loving family have been looking for.",7
Dove,Goldendoodle,Cream,60,11-Apr-17,14-Feb-17,Female,50,2150,499808,Not registered,"Dove is a very sweet baby girl that is very outgoing and loves everyone she meets.  She is a very playful little girl, but she also likes to relax and be held. She is sure to steal your heart with her great personality and good looks. She comes home to you up to date on her vaccinations and pre-spoiled. Dove is going to make a great little companion and she can't wait to meet you! Don’t miss out! Puppy kisses are waiting!",7
Silas,Shih Tzu,Cream & White,16,I'm ready today!,8-Dec-16,Male,12,2150,499815,ACA,"“My name is Silas! I am probably the cutest, little puppy you ever did see. Everyone that sees me always tells me how beautiful I am, and they can’t help but shower me with love, hugs, and kisses. I’m hoping that one day you’ll be able to do the same. I love to play and I can even take a nap with you when you want. Pick me! I’m ready to share my love. I am current on my vaccinations, neutered, and vet checked from head to tail, so when I see you I will be as healthy as can be.”",16
Buster,Labrador Retriever,Yellow,70,12-Apr-17,15-Feb-17,Male,70,1595,499820,APRI,"Buster is such a sweet boy and would love to be your best friend for life. Imagine all the fun you'll have with this cutie. You can take him for nice walks in the park or just cuddle with him on those lazy, rainy afternoons. Buster will have a complete nose to tail vet check and arrive up to date on his vaccinations. This cutie has so much love to give and he wants to share it with you. Don't miss out!",7
Sierra,Labrador Retriever,Yellow,70,12-Apr-17,15-Feb-17,Female,70,1595,499822,APRI,"Sierra is quite the loving companion. She will make you wonder how you ever got along without her. Sierra will surely make you smile with all her adorable antics. This cutie hopes she can go home to you, so she can bring you all her love and puppy kisses. Sierra promises to always be by your side as your most faithful, four-legged companion. Don't miss out!",7
Angel,Labrador Retriever,Yellow,70,12-Apr-17,15-Feb-17,Female,70,1595,499823,APRI,"Look at this beautiful baby girl! Angel is just waiting for that perfect, loving family to call her own. She is the perfect romp-around friend. Angel will surely keep you on your toes with her playful nature. This perfect baby girl will come to her new loving home with a complete nose to tail vet check and arrive up to date on her vaccinations. Angel is just waiting for you to make her yours. Don't miss out!",7
Carly,Labrador Retriever,Yellow,70,12-Apr-17,15-Feb-17,Female,70,1595,499825,APRI,"Carly is a classic beauty! Her soft, luscious coat will be the envy of all who see her! She has a wonderful temperament and shows it with her calm and peaceful nature. She loves to play, but is happiest just being with you. Carly will arrive to her new home happy, healthy, and ready to play. She will be up to date on her vaccinations and given a clean bill of health by her vet. She can't wait to be by your side as your lifelong companion. If you want to class up your life, pick Carly!",7
Lone Star Mark,Labrador Retriever,Yellow,75,I'm ready today!,22-Dec-16,Male,65,3750,499829,AKC,"Lone Star Mark is a very handsome silver factored yellow Labrador Retriever puppy! He is super laid back, but loves to play and jump around. His dad is 78 pounds and his mom is 67 pounds. He is looking for a family to make him theirs today. Lone Star Mark is just as playful and lovable as they come. He will be sure to be the talk of your town. Lone Star Mark will be sure to come home to you up to date on his puppy vaccinations and vet visits. Don’t let this handsome baby boy slip away from you. He will be sure to make that perfect loving addition that you have been searching for.",14
Tyson,Poodle,Black,65,I'm ready today!,23-Nov-16,Male,45,1875,499831,AKC,"“Hi, my name is Tyson. I am so anxious to meet my new forever family. Could that be with you? I sure hope so. I am a gorgeous puppy with a personality to match. I am also up to date on my vaccinations and vet checked from head to tail, so when you see me I will be as healthy as can be. I will be the best friend you’ve dreamed of. Pick me! I promise you won’t regret it. I will love you, kiss you, and teach you to play so be sure to pick me and choose me today!”",19
Emmy,Schnauzer,Black & Silver,16,I'm ready today!,13-Jan-17,Female,12,3025,499834,AKC,"Emmy is an AKC Black and Silver Miniature Schnauzer born January 13th. Emmy is a little sweetheart. She is very playful and she has this way about her that melts your heart. She loves to sit with you and chill out but she is always ready to play tug of war with you. She is a happy go lucky little girl. Emmy comes with a Vet health check, vaccinations and a health guarantee. Let this little sweetheart bring a little sunshine your way.",11
